HIP;HD;Fl;Bayer;Bayer_cst;Cst;Vmag;VarFlag;VarID;RAdeg;DEdeg;Plx;pmRA;pmDE;B-V;V-I;Period;HvarType;Ncomp;MultFlag;m_HIP;SpType;Teff;Name;Name_r
98579;189388;;;;Sgr;6,31;;;300,36149409;-40,81423965;11,65;27,68;-39,78;0,113;0,13;;;1;;;A2/A3V;;;
98583;190544;64;e;Dra;Dra;5,22;1;;300,36888221;+64,82100457;5,78;10,01;-12,45;1,598;1,91;;U;1;;;M1III;;;
98609;189944;;;;Vul;5,88;1;;300,43627799;+24,80042535;4,85;6,72;-0,78;-0,134;-,13;;M;1;G;;B4V;;;
98608;189124;;;;Pav;4,95;2;NUPav;300,43634274;-59,37582804;7,52;19,73;-26,89;1,356;3,25;;U;1;;;M6III;;;
98624;188887;;mu,02;Pav;Pav;5,32;;;300,46835033;-66,94379223;13,91;38,48;-71,53;1,218;1,14;;C;1;;;K2IVCN...;4434;;
98633;189741;63;;Sgr;Sgr;5,69;;;300,49407171;-13,63724241;10,54;38,87;10,41;0,079;0,09;;C;1;;;A1IV;8810;;
98636;190004;16;;Vul;Vul;5,23;;;300,50572521;+24,93787365;15,43;89,69;69,73;0,374;0,41;;D;2;C;AB;F2III;6892;;
98658;190713;65;;Dra;Dra;6,27;;;300,58399922;+64,63439179;9,72;41,93;11,18;0,927;0,92;;C;1;;;G7III:;;;
98661;190066;;;;Vul;6,50;1;;300,59210822;+22,15148634;0,89;-5,10;-11,44;0,127;0,19;;U;1;;;B1Iab;;;
98688;189763;62;c;Sgr;Sgr;4,43;2;V3872Sgr;300,66441367;-27,70987972;7,28;32,28;14,35;1,640;2,50;;U;1;;;M4III;;;
98701;190227;;;;Cyg;6,39;;;300,70335846;+31,95880063;2,89;11,37;12,76;1,205;1,16;;;1;;;K1III;;;
98702;190940;67;rho;Dra;Dra;4,51;;;300,70436340;+67,87344872;8,02;16,43;47,80;1,313;1,23;;C;1;;;K3III;4315;;
98738;190211;;;;Sge;5,99;;;300,81830316;+18,50104063;3,84;11,41;-19,67;1,420;1,37;;;1;;;K3Iab:;;;
98754;190229;14;;Sge;Aql;5,73;;;300,87505300;+16,03127337;5,12;5,05;-7,73;-0,095;-,25;;;1;;;B9MNp...;13432;;
98761;189831;;;;Sgr;4,77;;;300,88921406;-37,94049103;8,05;64,71;-85,44;1,417;1,40;;C;1;;;K4III;4099;;
98767;190360;;;;Cyg;5,73;;;300,90394052;+29,89807932;62,92;683,32;-524,06;0,749;0,83;;C;1;;;G6IV+...;5561;;
98772;190322;;;;Vul;6,45;;;300,91170802;+22,94109632;6,35;-18,84;-15,74;1,028;1,00;;;1;;;K2;;;
98785;190009;;;;Sgr;6,44;;;300,93472579;-22,59565192;17,38;-38,45;23,36;0,503;0,58;;C;1;;;F7V;6333;;
98819;190406;15;;Sge;Sge;5,80;;;301,02693796;+17,07116105;56,60;-394,07;-406,42;0,600;0,64;;;1;;;G1V;5925;;
98823;190327;63;tau;Aql;Aql;5,51;1;;301,03461172;+07,27793427;6,19;14,24;12,97;1,063;1,03;;M;1;;;K0III;4755;;
98842;190056;;;;Sgr;4,99;;;301,08151239;-32,05626941;10,05;43,01;-10,78;1,208;1,17;;;1;;;K1III/IV;4322;;
98844;190299;62;;Aql;Aql;5,67;;;301,09647111;-00,70902114;5,60;-2,21;-118,27;1,301;1,26;;C;1;;;K4III;4163;;
98858;190781;;;;Cyg;6,16;;;301,11994393;+48,22966326;5,63;10,92;0,51;0,037;0,05;;D;2;C;AB;A2IV;;;
98863;190603;;;;Cyg;5,62;2;V1768Cyg;301,15073631;+32,21862467;0,24;-2,80;-11,12;0,760;0,72;;U;1;;;B1.5Iacomp;18500;;
98872;191174;;;;Dra;6,24;;;301,18547823;+63,89011646;12,74;2,98;37,47;0,100;0,11;;D;2;C;AB;A2II-III;;;
98890;191372;;;;Dra;6,32;2;;301,22255255;+68,02718293;2,92;-12,12;-9,82;1,649;2,16;;U;1;;;M3IIIa;;;
98910;190390;;;;Aql;6,38;2;V1401Aql;301,27256290;-11,59937704;2,56;-0,57;-14,98;0,543;0,62;;U;1;;;F1III;6450;;
98915;190964;;;;Cyg;6,14;1;;301,27802072;+51,83932191;4,40;34,34;31,21;1,601;1,86;;M;1;;;M1IIIa;;;
98920;190608;16;eta;Sge;Sge;5,09;;;301,28947757;+19,99087704;20,17;30,61;79,65;1,058;1,10;;C;1;;;K2III;4777;;
98921;190771;;;;Cyg;6,18;2;;301,28994567;+38,47818576;52,99;263,35;111,57;0,654;0,72;;U;1;;;G5IV;5795;;
98946;191096;;;;Cyg;6,19;;;301,33959613;+56,34122669;19,14;-0,37;80,22;0,437;0,51;;C;1;G;;F4V;6644;;
98954;190658;;;;Aql;6,37;2;V1472Aql;301,36052502;+15,50036919;4,35;34,33;17,62;1,615;1,95;100,10;P;1;G;;M2comp;;;
98959;189567;;;;Pav;6,07;;;301,38119520;-67,31925724;56,45;844,55;-674,69;0,648;0,72;;;1;;;G2V;5731;;
98962;191277;66;;Dra;Dra;5,40;;;301,38635475;+61,99524822;18,78;123,82;70,60;1,191;1,15;;C;1;;;K3III;4481;;
99024;190664;;;;Aql;6,47;;;301,55080882;-04,07812491;9,57;51,59;-34,88;1,156;1,12;;C;1;;;K0;4519;;
99026;191195;;;;Cyg;5,81;;;301,55682854;+53,16506746;27,43;212,85;255,21;0,445;0,51;;C;1;;;F5V;6611;;
99031;191026;27;b01;Cyg;Cyg;5,38;1;V2008Cyg;301,59137234;+35,97353894;41,34;-224,43;-440,57;0,850;0,86;29,68;P;1;;;K0IV;5134;;
99080;190993;17;;Vul;Vul;5,08;;;301,72249122;+23,61442409;6,68;15,18;0,45;-0,162;-,17;;;1;;;B3V;;;
99120;190421;;ksi;Tel;Tel;4,93;1;;301,84653576;-52,88080972;2,60;-12,72;6,88;1,591;1,83;;U;1;;;M1II;;;
99137;190422;;;;Tel;6,26;;;301,89613313;-55,01610030;43,08;19,16;36,22;0,530;0,60;;;1;;;F8V;6200;;
99145;191243;;;;Cyg;6,12;;;301,92266944;+34,42292025;1,62;1,21;-6,07;0,117;0,25;;;1;;;B5Ib;;;
99158;191104;;;;Aql;6,43;;;301,95975060;+09,39976375;23,12;46,58;28,37;0,463;0,53;;D;2;C;AB;F3V;6481;;
99171;191067;64;;Aql;Aql;5,97;;;302,00731244;-00,67802026;20,89;116,60;-67,94;1,023;1,00;;C;1;;;K1IV;4778;;
99176;191178;;;;Sge;6,39;2;V344Sge;302,02708254;+16,66437317;0,77;4,33;7,14;1,720;2,31;;U;1;;;M3III;;;
99188;190580;;;;Tel;6,47;;;302,03988388;-52,57774840;17,30;-23,62;-19,32;0,682;0,74;;C;1;;;G3V;5721;;
99200;190222;;;;Pav;6,45;;;302,08533425;-66,35467601;2,85;-9,15;-6,35;1,587;1,59;;;1;;;K5III;;;
99221;191110;;;;Cap;6,18;;AVCap;302,13028361;-10,06251198;6,22;6,13;-34,03;0,031;0,05;;C;1;;;B9.5III;;;
99234;191263;;;;Aql;6,34;;;302,15948837;+10,72587120;1,77;3,83;-1,81;-0,136;-,13;;C;1;;;B3IV;;;
99240;190248;;del;Pav;Pav;3,55;;;302,17441713;-66,17932101;163,73;1210,29;-1130,34;0,751;0,76;;;1;;;G5IV-Vvar;5558;;
99255;192907;1;kap;Cep;Cep;4,38;;;302,22215174;+77,71136178;9,97;11,11;23,72;-0,046;-,06;;D;2;C;AB;B9III;10425;;
99270;190879;;;;Tel;6,46;;;302,26588449;-47,06777265;6,12;41,75;-64,67;1,463;1,44;;;1;;;K5III;;;
99294;191892;;;;Cyg;6,49;;;302,34320542;+56,02687302;2,63;-10,73;-18,39;0,938;0,93;;C;1;;;K0;;;
99303;191610;28;b02;Cyg;Cyg;4,93;2;V1624Cyg;302,35673642;+36,83959003;3,79;3,15;12,96;-0,139;-,13;;U;1;;;B2.5V;18836;;
99404;191747;18;;Vul;Vul;5,51;;;302,63968695;+26,90413736;7,77;18,29;12,92;0,087;0,10;;C;1;;;A3III;;;
99445;191814;;;;Sge;6,24;;;302,76469664;+21,13450274;6,34;23,15;31,20;0,894;0,90;;D;1;;;K0;5060;;
99453;191095;;;;Pav;6,36;1;;302,78089426;-57,52415476;7,21;12,17;-34,76;0,057;0,07;0,58;P;2;C;AB;A1V;9908;;
99457;191639;;;;Cap;6,39;2;BECap;302,79198547;-08,84233932;0,03;1,39;-2,07;-0,135;0,06;;U;1;;;B1V;;;
99461;191408;;;;Sgr;5,32;;;302,79836763;-36,09738423;165,24;456,89;-1574,91;0,868;0,98;;C;1;;;K2V;4964;;
99473;191692;65;the;Aql;Aql;3,24;;;302,82610327;-00,82147569;11,36;35,48;6,05;-0,066;-,06;;;1;O;;B9.5III;10625;;
99479;191877;;;;Vul;6,24;;;302,83758369;+21,87496544;0,11;-4,71;-11,81;-0,048;0,05;;;1;;;B1Ib;;;
99500;192455;68;;Dra;Dra;5,70;;;302,89476753;+62,07834754;20,54;137,31;80,09;0,530;0,60;;C;1;G;;F5V;6264;;
99518;192004;19;;Vul;Vul;5,51;;;302,94989008;+26,80901561;2,02;1,41;-10,37;1,397;1,30;;;1;;;K3II-III;4200;;
99529;191753;1;ksi01;Cap;Cap;6,34;;;302,99126270;-12,39235779;6,75;-6,85;-18,60;1,209;1,17;;C;1;;;K0III;4439;;
99531;192044;20;;Vul;Vul;5,91;;;303,00291076;+26,47883104;2,86;4,48;-10,08;-0,107;-,09;;C;1;;;B7Ve...;12646;;
99570;191584;;;;Sgr;6,20;;;303,09940397;-42,77981808;9,48;-18,07;-100,81;1,228;1,13;;C;1;;;K2III;4409;;
99572;191862;2;ksi;Cap;Cap;5,84;;;303,10731366;-12,61702214;35,65;193,25;-195,60;0,476;0,55;;C;1;;;F5V;6383;;
99579;192439;;;;Cyg;6,01;;;303,13221351;+51,46360234;7,91;-14,99;-15,31;1,139;1,10;;D;2;C;AB;K1III:;;;
99585;191984;;;;Aql;6,25;;;303,14634666;+00,86710230;5,41;2,10;-19,81;0,042;0,06;;D;2;C;AB;A0;;;
99624;192086;;;;Aql;6,47;1;;303,26843803;-00,33079848;2,08;-13,81;1,05;1,532;1,54;;U;1;;;K5;;;
99631;192107;66;;Aql;Aql;5,44;1;;303,30778095;-01,00926621;3,67;24,87;-30,06;1,430;1,36;;M;1;G;;K5III;4040;;
99639;192514;30;;Cyg;Cyg;4,80;;;303,32517496;+46,81567038;4,55;13,39;1,93;0,100;0,19;;;1;;;A5IIIn;;;
99655;192696;33;;Cyg;Cyg;4,28;;;303,34917142;+56,56752223;21,41;60,85;82,26;0,114;0,14;;;1;;;A3IV-Vn;8395;;
99663;192781;;;;Cep;5,81;;;303,36487180;+60,64043320;5,49;39,03;55,82;1,476;1,49;;;1;;;K5III;3980;;
99666;191732;;;;Tel;6,47;;;303,38492057;-47,71312980;7,26;-5,87;-42,80;1,249;1,21;;C;1;;;K2III;;;
99675;192577;31;omi01;Cyg;Cyg;3,80;2;V695Cyg;303,40792782;+46,74132417;2,41;4,20;1,87;1,270;1,15;;P;1;O;;K2II+...;3982;;
99685;192535;;;;Cyg;6,13;;;303,42839988;+43,37900332;4,42;-3,11;3,96;1,489;1,51;;;1;;;K4III;;;
99719;192538;;;;Cyg;6,47;;;303,52030039;+36,60489439;3,23;10,39;-5,60;-0,014;0,01;;;1;;;A0V;9661;;
99738;192518;21;;Vul;Vul;5,19;1;NUVul;303,56050449;+28,69486353;9,97;12,18;-19,01;0,191;0,21;0,19;P;1;;;A7IVn;7621;;
99742;192425;67;rho;Aql;Del;4,94;;;303,56910667;+15,19746767;21,24;55,69;57,98;0,072;0,09;;C;1;;;A2V;8927;;
99747;191829;;;;Tel;5,65;;;303,57919847;-52,44564171;3,56;20,80;-52,67;1,497;1,52;;;1;;;K4III;;;
99762;191603;;;;Pav;6,09;;;303,61232254;-63,41586405;13,88;-39,21;30,80;0,308;0,35;;;1;;;F0IV;7129;;
99770;192640;29;b03;Cyg;Cyg;4,93;1;V1644Cyg;303,63326032;+36,80613540;24,37;69,22;68,67;0,151;0,21;;U;1;;;A2V;8156;;
99824;192685;;;;Vul;4,79;2;QRVul;303,81621226;+25,59196924;2,72;6,90;-5,02;-0,181;-,22;;U;2;C;AB;B3V;;;
99825;192310;;;;Cap;5,73;;;303,81907470;-27,03253576;113,33;1241,35;-181,46;0,878;0,93;;C;1;;;K3V;5066;;
99841;192787;;;;Cyg;5,70;;;303,84913091;+33,72937020;10,86;-31,88;-117,82;0,926;0,92;;;1;;;K0III;5048;;
99848;192909;32;omi02;Cyg;Cyg;3,96;1;V1488Cyg;303,86799270;+47,71420530;2,94;3,88;1,20;1,451;1,45;;P;1;O;;K3Ib-IIcomp;3843;;
99853;192713;22;;Vul;Vul;5,18;1;QSVul;303,87598846;+23,50892242;0,75;2,66;-6,89;1,016;0,99;;M;1;;;G2IbSB;5058;;
99870;192983;;;;Cyg;6,36;;;303,93015311;+50,23286626;9,19;15,52;15,09;0,096;0,11;;C;1;;;A2Vn;9268;;
99874;192806;23;;Vul;Vul;4,50;;;303,94232258;+27,81422850;9,94;-34,37;5,77;1,258;1,30;;D;2;C;AC;K3III;4162;;
99878;192433;;;;Sgr;6,30;;;303,96077438;-30,00529660;2,84;33,81;7,70;1,513;1,55;;;1;;;K4III;;;
99889;192985;;;;Cyg;5,87;;;304,00252971;+45,57965867;28,97;9,25;-54,94;0,447;0,52;;C;1;;;F5V:;6537;;
99893;192934;;;;Cyg;6,28;;;304,01429331;+38,89808634;7,96;-1,07;-30,71;0,006;0,03;;C;1;G;;A1V;;;
99894;192699;;;;Aql;6,44;;;304,02511695;+04,58091965;14,84;-40,72;-51,16;0,867;0,88;;C;1;;;G5;5125;;
99913;192836;18;;Sge;Sge;6,11;;;304,08242795;+21,59876279;10,95;8,10;-25,73;1,039;1,01;;C;1;;;K1III;4791;;
99918;192666;3;;Cap;Cap;6,30;;;304,09500616;-12,33707716;6,19;6,75;-17,13;0,005;0,03;;C;1;;;B9IV;10715;;
99920;192472;;;;Sgr;6,30;2;V4434Sgr;304,09837360;-36,45353610;3,83;1,66;-15,90;1,467;2,84;;U;1;;;M4III;;;
99929;192987;;;;Cyg;6,47;;;304,11730319;+37,05639710;2,86;2,56;-0,81;-0,097;-,08;;C;1;;;B6III;;;
99951;192944;24;;Vul;Vul;5,30;;;304,19615246;+24,67114227;6,91;14,41;-16,71;0,951;0,94;;;1;;;G8III;4963;;
99968;193092;;;;Cyg;5,27;1;;304,23034999;+40,36507960;3,26;2,01;-1,89;1,650;1,66;;M;1;;;K5II;;;
100016;193217;;;;Cyg;6,32;;;304,37106233;+42,72206321;1,73;2,72;-1,33;1,632;1,65;;;1;;;K4II:;;;
100017;193664;;;;Dra;5,91;;;304,37763542;+66,85296587;56,92;468,52;296,81;0,602;0,67;;;1;;;G3V;5934;;
100018;193094;;;;Vul;6,24;;;304,38140202;+29,14750941;8,88;-9,15;22,10;1,010;0,99;;C;1;;;G9III;;;
100027;192876;5;alf01;Cap;Cap;4,30;;;304,41190045;-12,50821403;4,75;22,24;0,75;0,928;1,05;;C;2;C;AE;G3Ib;5251;Aljedi1;Альджеди1
100044;193237;34;P;Cyg;Cyg;4,77;2;PCyg;304,44668519;+38,03294710;0,52;-3,53;-6,88;0,377;0,44;;U;1;;;B2pe;;;
100062;192879;4;;Cap;Cap;5,86;;;304,50573017;-21,80990013;9,55;35,39;-24,74;1,002;0,98;;C;1;;;G8III;4868;;
100064;192947;6;alf02;Cap;Cap;3,58;;;304,51341030;-12,54485877;30,01;61,78;2,85;0,883;0,92;;;1;;;G6/G8III;4989;Algedi;Алгеди
100069;193322;;;;Cyg;5,83;;;304,52912505;+40,73209817;2,10;-2,51;-6,53;0,073;0,08;;D;2;C;AB;O9V;;;
100097;193592;;;;Cyg;5,76;;;304,60315860;+55,39717050;11,21;-7,58;-31,19;0,118;0,15;;D;2;C;AB;A2Vs;8551;;
100108;193369;36;;Cyg;Cyg;5,58;;;304,61927485;+36,99975390;16,76;40,35;20,06;0,056;0,07;;C;1;;;A2V;9204;;
100122;193370;35;;Cyg;Cyg;5,14;;;304,66279104;+34,98278431;1,63;0,10;-3,81;0,660;0,77;;C;1;;;F5Ib;6186;;
100142;193536;;;;Cyg;6,46;1;V1773Cyg;304,70696744;+46,32221345;1,23;-4,42;-7,89;-0,123;-,11;2,98;P;1;G;;B2V;;;
100151;192827;;;;Tel;6,28;1;;304,73319265;-47,71076925;4,83;12,31;-2,00;1,657;2,04;;U;1;;;M1III;;;
100155;193469;;;;Cyg;6,35;1;;304,73974671;+39,00420342;1,36;-2,12;-8,08;1,871;1,89;;U;1;;;K5Ib;4013;;
100165;192531;;;;Pav;6,27;;;304,76254422;-63,23056312;7,32;-8,78;-74,36;1,045;1,02;;C;1;;;K0III;;;
100184;192886;;;;Tel;6,13;;;304,82368720;-47,57984541;33,91;190,87;-182,50;0,469;0,53;;C;1;;;F5V;6471;;
100195;193150;7;sig;Cap;Cap;5,28;;;304,84833016;-19,11850680;4,68;7,96;-10,90;1,394;1,35;;;1;;;K2III;;;
100208;193373;;;;Del;6,20;;;304,87210564;+13,21681049;4,12;-14,89;-18,28;1,648;1,91;;;1;;;M1III;;;
100221;193964;71;;Dra;Dra;5,71;;DEDra;304,90290698;+62,25741351;8,62;16,74;24,16;-0,043;-,02;;;1;;;B9V;10740;;
100232;193329;;;;Aql;6,05;;;304,93016868;-01,07859255;8,04;41,59;32,39;1,093;1,05;;C;1;;;K0;;;
100250;193722;;;;Cyg;6,49;1;V1584Cyg;304,98351514;+46,83730538;2,67;-1,61;5,78;-0,084;-,06;8,53;P;1;;;B9pSi;;;
100256;193472;;;;Del;5,96;;;305,00079670;+13,54810109;11,09;-2,65;-4,03;0,299;0,32;;C;1;;;A5m;7188;;
100261;194258;;AC;Dra;Dra;5,59;2;ACDra;305,02493212;+68,88025320;4,79;18,02;26,44;1,472;2,80;;U;1;;;M5III;;;
100268;193702;;;;Cyg;6,22;;;305,06342626;+39,40328172;9,18;-5,11;-22,79;0,060;0,04;;D;3;C;;A1V;9120;;
100274;193556;;;;Del;6,17;;;305,08552482;+14,56924214;5,93;-3,19;6,18;0,926;0,89;;C;1;;;G8III;5045;;
100276;193579;;;;Sge;5,82;;;305,08915240;+17,79300261;6,83;16,32;-30,88;1,500;1,53;;C;1;;;K5III;;;
100295;193944;;;;Cyg;6,23;;;305,12766031;+53,59568983;2,00;2,17;-2,02;1,547;1,61;;C;1;;;K5;;;
100300;193002;;;;Tel;6,27;1;;305,13460168;-55,05080338;4,02;11,56;-32,40;1,617;1,83;;U;1;;;M0/M1III;;;
100310;193432;8;nu,;Cap;Cap;4,77;;;305,16586145;-12,75904403;11,98;15,71;-14,63;-0,047;-,06;;C;1;;;B9IV;10286;Alshat;Альшат
100325;193452;;bet02;Cap;Cap;6,09;;;305,19384449;-14,78489327;10,40;42,64;0,37;-0,016;0,01;;D;2;C;BC;B9.5III/IV;10878;;
100332;193302;;;;Sgr;6,46;;;305,21612805;-35,67372299;7,35;36,35;19,26;1,311;1,27;;C;1;;;K3III;;;
100345;193495;9;bet;Cap;Cap;3,05;;;305,25269347;-14,78140119;9,48;48,42;14,00;0,790;0,90;;;1;O;;A5:n;;Dabih;Дабих
100357;194298;;;;Dra;5,69;1;;305,29798654;+63,98008727;4,45;6,14;14,52;1,561;1,57;;U;1;;;K5III;;;
100379;192887;;;;Pav;6,49;;;305,36858807;-66,74969742;22,72;-140,22;3,15;0,505;0,58;;C;1;;;F6V;6310;;
100412;193307;;;;Tel;6,26;;;305,42233711;-49,99880746;30,84;-359,84;-250,36;0,549;0,66;;;1;;;G2IV-V;6002;;
100434;194069;;;;Cyg;6,38;;;305,51272943;+41,13214600;2,10;2,44;-3,67;1,016;0,99;;;1;;;G5II+...;4876;;
100435;193911;25;;Vul;Vul;5,50;;;305,51428968;+24,44611603;1,81;1,92;-6,89;-0,090;-,01;;;1;;;B8IIIn;13490;;
100437;194152;;;;Cyg;5,58;1;;305,52227775;+45,79489737;7,86;25,06;39,70;1,077;1,04;;M;1;G;;K0IIIvar;4620;;
100453;194093;37;gam;Cyg;Cyg;2,23;1;;305,55708346;+40,25668150;2,14;2,43;-0,93;0,673;0,65;;U;1;;;F8Ib;5823;Sadr;Садр
100469;193571;;kap01;Sgr;Sgr;5,60;;;305,61449749;-42,04934895;13,35;32,94;-81,98;0,002;-,01;;C;1;;;A0V;9638;;
100486;194097;;;;Cyg;6,09;;;305,65547104;+31,26502064;5,37;-8,47;-22,64;1,363;1,33;;;1;;;K2;;;
100501;194193;;;;Cyg;5,95;1;;305,68872891;+41,02613288;3,81;1,26;-49,66;1,632;1,78;;U;1;;;M0III;;;
100511;194012;;;;Del;6,16;;;305,71800750;+14,55111452;38,27;79,02;-6,87;0,498;0,55;;C;1;;;F8V;6261;;
100515;194220;;;;Cyg;6,20;;;305,73120017;+42,98343905;9,86;55,72;42,82;0,957;0,94;;D;2;C;AB;K0IIIvar;4827;;
100524;193896;;;;Cap;6,29;;;305,75322975;-09,65467053;7,49;27,04;-16,28;0,913;0,91;;C;1;;;G5II-III;4969;;
100541;194013;;;;Aql;5,30;;;305,79462251;+05,34307747;13,23;-26,89;-37,12;0,983;0,96;;C;1;;;G8III-IV;4903;;
100574;194335;;;;Cyg;5,87;2;V2119Cyg;305,93485540;+37,47644822;3,65;5,09;0,17;-0,173;-,18;;U;1;;;B2Vne;;;
100587;194317;39;;Cyg;Cyg;4,43;;;305,96498335;+32,19018607;12,77;35,71;-5,81;1,331;1,31;;;1;;;K3III;4279;;
100591;193807;;kap02;Sgr;Sgr;5,64;;;305,97161225;-42,42290463;8,80;-11,08;14,99;0,201;0,24;;D;2;C;AB;A3V;;;
100651;194668;;;;Cyg;6,49;;;306,13481758;+53,55190298;2,23;8,31;12,62;-0,025;0,00;;;1;;;B9.5III;;;
100664;194244;;;;Aql;6,14;;;306,15622323;+01,06839246;3,88;7,93;5,49;-0,036;-,01;;C;1;;;B9V;10233;;
100672;194263;;;;Aql;6,41;2;;306,17397508;+01,36861212;3,77;5,66;-20,10;1,605;1,62;;U;1;;;K5;;;
100697;191220;;;;Oct;6,15;;;306,22834017;-83,31063455;12,95;23,65;7,54;0,203;0,22;;C;1;;;A2/A3m...;;;
100714;194882;;;;Cyg;6,44;;;306,27084638;+59,60012111;3,44;1,95;-9,68;0,094;0,11;;D;2;C;AB;A3III;;;
100738;194215;;;;Sgr;5,86;;;306,36175161;-28,66327932;6,03;11,73;4,05;1,101;1,06;;C;1;;;G8II/III;;;
100751;193924;;alf;Pav;Pav;1,94;1;;306,41187347;-56,73488071;17,80;7,71;-86,15;-0,118;-,10;;M;1;;;B2IV;17560;Peacock;Пикок
100754;194577;;;;Vul;5,68;;;306,41884950;+21,40966274;6,00;8,88;-8,67;0,921;0,92;;C;1;;;G6III;5051;;
100758;194454;;;;Aql;6,10;;;306,42719925;-02,80028034;4,57;-4,95;-40,00;1,193;1,15;;C;1;;;K1III:;;;
100762;194526;;;;Del;6,32;;;306,43376134;+10,05609372;3,72;20,98;-38,88;1,571;1,60;;;1;;;K5IIIvar;;;
100764;194184;;;;Sgr;6,08;;;306,45003566;-40,79597302;9,25;-105,35;-86,76;1,364;1,33;;;1;;;K3III;;;
100779;194616;;;;Del;6,45;;;306,50478520;+19,86544804;4,83;31,26;18,93;1,037;1,01;;;1;;;K0III;;;
100781;194578;;;;Del;6,35;1;;306,50659436;+13,91167933;4,00;25,12;-27,49;1,453;1,46;;U;1;;;K5;;;
100807;194688;;;;Del;6,23;;;306,59646487;+17,31557189;4,01;4,49;-5,45;1,005;0,98;;;1;;;K0;;;
100808;195066;;;;Cyg;6,38;;;306,59776500;+56,63867785;5,96;10,00;8,35;0,018;0,04;;D;1;C;;B9V;9705;;
100852;194433;;;;Sgr;6,24;;;306,72140299;-37,40262700;25,21;-255,06;-114,25;0,961;0,95;;D;2;C;AB;K1IV;4916;;
100859;195068;43;;Cyg;Cyg;5,73;2;V2121Cyg;306,75919090;+49,38322449;26,56;68,79;58,48;0,339;0,40;0,80;P;1;;;F0V:;7112;;
100866;194951;;;;Cyg;6,39;;;306,78238806;+34,32907395;1,32;1,47;-1,80;0,480;0,55;;C;1;;;F1II;7037;;
100876;194841;;;;Del;6,44;;;306,80912244;+20,47650539;1,97;0,51;-8,32;1,030;1,00;;C;1;;;K0;;;
100881;194636;10;pi,;Cap;Cap;5,08;;;306,83001454;-18,21169433;4,90;10,32;-10,87;-0,049;-,03;;D;2;C;AB;B4V;;Okul;Окул
100907;195050;40;;Cyg;Cyg;5,63;;;306,89281213;+38,44052275;12,07;-22,98;-78,60;0,072;0,08;;;1;;;A3V;8851;;
100953;194937;;;;Del;6,23;;;307,03131529;+08,43740668;9,99;40,75;16,94;1,074;1,04;;C;1;;;G9III;4703;;
100965;196787;75;;Dra;Dra;5,38;;;307,06022697;+81,42266925;7,15;33,72;16,19;1,010;0,99;;;1;;;G9III;4750;;
100969;194953;;;;Del;6,20;;;307,06986982;+02,93715202;7,15;38,93;3,70;0,899;0,90;;C;1;;;G8III;5029;;
100977;194939;68;;Aql;Aql;6,12;;;307,10370567;-03,35774231;5,85;27,29;-21,22;-0,049;-,03;;;1;;;B9V;10641;;
101011;194918;;;;Cap;6,41;;;307,18160334;-15,74149651;5,28;8,09;-1,15;0,999;0,98;;;1;;;G8III;;;
101017;194783;;;;Mic;6,09;;;307,19473436;-35,59581290;5,20;1,69;-20,76;-0,094;-,08;;C;1;;;B8II/III;;;
101027;194943;11;rho;Cap;Cap;4,77;;;307,21509857;-17,81366828;33,04;-15,79;-7,66;0,386;0,44;;D;2;C;AB;F3V;6688;Bos;Бос
101044;197508;;;;Dra;6,19;;;307,26174083;+83,62546296;11,77;23,43;-19,05;0,163;0,18;;C;1;;;A4m;;;
101067;195324;42;;Cyg;Cyg;5,90;1;;307,33495238;+36,45473284;1,93;2,58;-1,58;0,407;0,47;;M;1;;;A1Ib;9250;;
101076;195295;41;;Cyg;Cyg;4,01;;;307,34887900;+30,36855661;4,30;6,87;-0,64;0,404;0,46;;;1;;;F5II;6610;;
101084;195554;;;;Cyg;5,89;;;307,36294172;+56,06817898;3,64;4,57;4,63;-0,052;-,03;;D;2;C;AB;B9Vn;10864;;
101082;196925;74;;Dra;Dra;5,96;;;307,36380725;+81,09073843;15,88;67,05;221,67;0,942;0,93;;C;1;;;K0III+...;;;
101090;195006;;;;Cap;6,13;;;307,38056519;-22,39149166;6,14;8,23;-30,91;1,543;1,55;;;1;;;K5III;;;
101093;195725;2;the;Cep;Cep;4,21;;;307,39511383;+62,99413722;24,04;45,00;-13,31;0,199;0,20;;;1;O;;A7III;7536;;
101101;195135;69;;Aql;Aql;4,91;;;307,41232775;-02,88547630;17,08;71,88;-22,39;1,160;1,12;;C;1;;;K2III;4571;;
101123;195094;12;omi;Cap;Cap;5,94;;;307,47454931;-18,58298474;13,65;25,56;-79,45;0,062;0,07;;D;1;C;;A1V;8913;;
101133;195506;;;;Cyg;6,43;;;307,49947843;+45,92819432;7,86;80,51;148,93;1,137;1,10;;C;1;;;K2+...;;;
101134;196142;;;;Dra;6,23;;;307,50299582;+72,53176245;4,78;-0,29;-24,44;1,353;1,32;;;1;;;K4III:;;;
101138;195556;45;ome01;Cyg;Cyg;4,94;1;V2014Cyg;307,51471567;+48,95155039;3,75;10,01;7,64;-0,087;-,06;;U;1;;;B2.5IV;17680;;
101160;195325;1;;Del;Del;6,03;;;307,57479631;+10,89591574;5,76;19,25;3,52;-0,019;0,00;;D;2;C;AB;A1sh;;;
101211;195206;;;;Mic;6,35;;;307,73663000;-29,11265034;5,49;18,53;-6,31;0,227;0,25;;D;2;C;BA;A5V;7727;;
